"page","line","text"
561,4,"participate in the meeting?"
561,5,"A No. President Trump invited him to the meeting once the meeting started."
561,6,"Q_ And is that true for NM, that she was not present on the phone"
561,7,"when the meeting started?"
561,8,"A Neither {J nor [J were on the phone when the meeting started."
561,9,"Mr. SR. HE, can you hold ona second? We're just having an issue"
561,10,"with the video."
561,11,"Mr Sure. Let's go off the record."
561,12,"[Discussion off the record.]"
561,13,"Mr Okay. We'll go back on the record."
561,14,"BY MR. a:"
561,15,"Q_ So, Senato i. you said the meeting lasted about 90 minutes. Could"
561,16,"you just give us, before we get into the details, just a brief overview of what took place"
561,17,"during that 90-minute meeting? And then I'll want to dig in on some of the specifics."
561,18,"A So we left the Eisenhower Building, made our way across the walkway, went"
561,19,"up through a narrow set of stairs, went into the reception area, which I believe was"
561,20,"immediately adjacent to the Oval Office."
561,21,"Had an interaction with the receptionist for the United States of America."
561,22,"Challenged her on that title that she got, and she showed me her business card. So she"
561,23,"indeed was the receptionist for the United States of America."
561,24,"I don't think we were there more than 5 to 7 minutes. Didn't feel like a long"
561,25,"time. And then we were escorted into the Oval Office."
561,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829374"
562,1,"And Mr. -- President Trump was behind his desk. Came out from behind it and"
562,2,"shook everybody's hands."
562,3,"And then there were seven chairs set up across the front of the desk, and we all"
562,4,"took positions on those chairs. [MJ sat on the sofa behind us. And to the"
562,5,"best of my recollection, he was there for the entire meeting."
562,6,"And then we ran through the cordials. So everybody had a chance to introduce"
562,7,"themselves and where they're from in Michigan and maybe -- I think some of them even"
562,8,"acknowledged some of the committees that they serve on."
562,9,"And then we started, began to have aconversation. Conversation for a while."
562,10,"And then at one point in time, the President got up and went out in the Rose Garden for a"
562,11,"few minutes. I don't know how long. It was 7, 8 minutes maybe. I don't think it was"
562,12,"10 minutes."
562,13,"And then after that the conference call occurred with [i and with I."
562,14,"We did have an entertaining interaction with the fellow that brought Diet Coke in to the"
562,15,"President."
562,16,"Then we finished up our conversations. We concluded with a presentation of"
562,17,"our letter to him and explained the purpose of it. And there were photo ops for all of"
562,18,"the members that were there. One member, I think Senator J actually had"
562,19,"something he wanted the President to sign so he could have a signature from him."
562,20,"And at that point in time, we departed from the Oval Office with EES -"
562,21,"He took us on a detailed tour, a very interesting detailed tour of the Situation Room and"
562,22,"the Cabinet Room."
562,23,"We spent not an insignificant amount of time in both of those locations because I"
562,24,"was full of questions regarding particularly the Situation Room. He went through a"
562,25,"number of scenarios in which he was actually present and personally was able to observe"
562,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829375"
563,1,"with regards to things like rescuing people in remote parts of the world."
563,2,"Then he presented to us some trinkets and souvenirs to leave with. And then we"
563,3,"left. And we did not go back to see the President or the Oval Office."
563,4,"Q_ Thank you for that overview. That's helpful."
563,5,"So I want to focus on the portion, the conversation, what you described as sort of"
563,6,"the meeting starting after that, after the introductions, and so forth, but before the"
563,7,"President went out to the Rose Garden."
563,8,"So what was the -- I assume the President at some point early on in that discussion"
563,9,"announced the reason that he had called you to Washington?"
563,10,"A I don't think there was -- to the best of my recollection, I don't think there"
563,11,"was ever a formal statement of reason for coming, but there wasn't a mystery about it"
563,12,"either in terms of he's inquiring as to what Michigan is doing to investigate the allegations"
563,13,"on fraud."
563,14,"Q_ Can you give us more specifics about what the President said about the"
563,15,"allegations of fraud?"
563,16,"A You know, I'm going to disappoint you a bit because there's not a lot of"
563,17,"specifics that he said that I'm going to remember directly. _ I'm doing the best I can to"
563,18,"remember the essence of the conversations."
563,19,"One thing I do remember is that he never, ever, to the best of my recollection,"
563,20,"ever made a specific ask. It was always just general topics about, you know, did you"
563,21,"hear about this or what are you doing about -- you know. And he would make mention"
563,22,"about Wayne County and TCF Center and all of the video that was shown on national TV"
563,23,"with respect to that and did it in the form of questioning what's actually going on there."
563,24,"He was a bit disparaging about Wayne County. At one point in time I made it"
563,25,"clear to him that he didn't lose Michigan because of Wayne County. And that was -- I"
563,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829376"
564,1,"could tell by his body language that wasn't necessarily what he wanted to hear."
564,2,"Q_ Can Istop you there for one second?"
564,3,"What do you recall him saying that was disparaging of Wayne County?"
564,4,"A ___ Just that all of the chaos going on with TCF Center and the late night band"
564,5,"showing up that everybody has seen a thousand times on TV and the boxes being"
564,6,"unloaded, and then the inference that if none of that had happened he would have won"
564,7,"Michigan. And that's not a true statement."
564,8,"Q___ Did he make comments along the line of Detroit is corrupt or they're corrupt"
564,9,"in Detroit or in Wayne County, sort of broader statements about sort of his views of"
564,10,"Detroit politics, Wayne County politics, or elections?"
564,11,"A I don't recall if he ever used the word ""corrupt,"" but I do think he probably"
564,12,"referenced that Wayne County has a history."
564,13,"Q_ And you said you made some response -- or responded to that by telling him"
564,14,"that's not why he lost Michigan. Do you remember what you said to him in that regard?"
564,15,"A I do, because I have had to repeat it a few hundred times to other people"
564,16,"besides President Trump."
564,17,"Q_ What did you say?"
564,18,"A I said he primarily lost Michigan because of two counties that are routinely"
564,19,"Republican counties, Kent County and Oakland County, and more specifically he"
564,20,"underperformed with educated females."
564,21,"And I'm going to be even more specific. If he had received the same number of"
564,22,"votes as the two winning sheriffs in those two counties, he likely would have won"
564,23,"Michigan."
564,24,"Q__ Sol take it by November 18th, 2 weeks after the election, you already had"
564,25,"fairly specific demographic information about how sort of the votes broke out in various"
564,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829377"
565,1,"parts of the State."
565,2,"A Yes. It was sliced and diced pretty well."
565,3,"Q_ And do you know how he did in -- how the President did in Wayne County as"
565,4,"compared to, say, 2016?"
565,5,"A He actually outperformed considering the increase in voter turnout in 2020"
565,6,"than he did in 2016. It was not enough, obviously, to carry the election. He didn't"
565,7,"underperform in Wayne County if you compare it to 2016."
565,8,"Q__ You said that when you made that comment to him he didn't seem to like"
565,9,"the answer. What made you think that?"
565,10,"A My recollection is he quickly changed the topic and went a different"
565,11,"direction, but don't ask me what that was because I don't remember that."
565,12,"Q Do you remember what he said about concerns about the TCF Center"
565,13,"specifically?"
565,14,"A He's famous for broad strokes. Can you believe all the cardboard that they"
565,15,"were taping up on Plexiglass? And can you believe the yelling and screaming that"
565,16,"occurred? And can you believe they locked certain people out who wanted ostensibly"
565,17,"to come into observe? There was a litany of those things that he was going through."
565,18,"Q__ Did you push back on any of those claims?"
565,19,"A No, because I didn't know enough at that time."
565,20,"Q__ So the meeting was on -- I don't know if we even established this yet -- the"
565,21,"meeting was on November 20th, ona Friday. Is that right?"
565,22,"A Yeah. Yes."
565,23,"Q__ So the evening before, or late in the afternoon before, on November 19th,"
565,24,"there was a press conference that is, and others held at the"
565,25,"RNC headquarters in Washington."
565,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829378"
566,1,"Do you recall that press conference or anything about it? It got a lot of national"
566,2,"media attention."
566,3,"A Yeah, I don't remember any -- I remember many, watching many press"
566,4,"conferences, but I don't remember -- I don't recall any specific press conferences. I"
566,5,"recall seeing EJ on television more often than I care to remember on this topic."
566,6,"Q This is a press conference that got a lot of attention. [NJ had some"
566,7,"hair dye or what appeared to be hair dye running down his face during it. And there"
566,8,"was a lengthy discussion at the press conference by i” 27d SY about"
566,9,"Dominion voting machines and Hugo Chavez. I'm just wondering if that rings a bell for"
566,10,"you."
566,11,"A I can remember iiimentioning Dominion voting machines. I'm just"
566,12,"not sure I remember it at that particular press conference."
566,13,"Q_ And the reason I bring up the press conference is that the Oval Office"
566,14,"meeting was the day after, and I'm wondering whether -- for a lot of people that press"
566,15,"conference left a lasting impression, and whether that was something that was front of"
566,16,"mind for you or came up in the discussions during the White House meeting."
566,17,"A So when he was on the conference call in the Oval Office he was repeating"
566,18,"things that I had heard him say multiple times. Whether or not it was the night before"
566,19,"or not, to me, he hadn't changed his mantra much at all."
566,20,"Q_ Gotit. Okay. Let's move to that part of the meeting."
566,21,"So you had this initial discussion. The President left the Oval Office for a period"
566,22,"of time, a few minutes, less than 10 minutes, and then came backin. And you said at"
566,23,"that point and I joined by phone."
566,24,"Am I getting that sequencing right?"
566,25,"A You are."
566,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829379"
567,1,"Q___ Howis it that they joined the conversation, if you know?"
567,2,"A If I recall correctly, the President hit a button on his phone and had"
567,3,"somebody connect them. He did not directly dial them."
567,4,"Q__ But he requested that they be brought into the conversation, to your"
567,5,"recollection?"
567,6,"A __ Thatis true."
567,7,"Q_ Did the President bring I anc J in at the same time or"
567,8,"was it at different points during the meeting?"
567,9,"A I remembe speaking first. I don't remember if they were on at the"
567,10,"same time or it was one call then the next one."
567,11,"Q What do you remember {EE Saying during that meeting?"
567,12,"A It was no substance. It was a lot of, ""Sorry I wasn't able to be there to see"
567,13,"my friends from Michigan, yada, yada, yada."" But there was no -- to my recollection,"
567,14,"there was no real substance as relates to the election."
567,15,"Q__ Did Mr. -- did the President tell the group why he was bringing Js"
567,16,"into the call? So, in other words, ""Hey, I'm going to get [NE on for X, Y, or Z"
567,17,"reason."""
567,18,"A I don't remember."
567,19,"Q Okay. How about J? = What do you recall his role being in the"
567,20,"meeting?"
567,21,"A __ There was an interaction between the President and us about questioning"
567,22,"how were we looking into allegations of fraud and so forth. And we were -- again, that's"
567,23,"when we were talking about TCF and Wayne County and Oakland County and Kent"
567,24,"County."
567,25,"And I believe the strong inference from both Speake and I was that we"
567,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829380"
568,1,"saw no reason for anything to be done on our end other than to investigate some of the"
568,2,"allegations."
568,3,"And he asked if you'd like to -- no. He asked, ""Would you mind if I dialed in"
568,4,"HE?"" What am I goingto say? Yeah, I don't want jon the phone? So!"
568,5,"think even if I said no, he would have just done it anyway."
568,6,"But that's the best of my recollection."
568,7,"Q_ And when J came on the phone, did you get the sense that he was"
568,8,"surprised to be brought in? Had he been sort of -- did he know what he was getting into"
568,9,"or what you guys were doing when he was brought on the line? I know I'm asking you"
568,10,"to speculate somewhat here."
568,11,"A Yeah. I don't think I recall vividly enough to be able to comment on that,"
568,12,"other than it didn't take him long to get into his routine."
568,13,"Q_ He got up to top speed pretty quickly?"
568,14,"A Yes."
568,15,"Q__ So tell me about what EE said when he got on the line."
568,16,"A He started going through his litany of claims and observations that he's"
568,17,"made and the reasons why, in his opinion, the election was problematic, if not worse."
568,18,"And he went on. He was filibustering, is what he was doing."
568,19,"Of everybody in that room, I'm not so sure he wasn't the one that talked the"
568,20,"longest of all of us for that entire time. He talked alongtime. That's what he was"
568,21,"doing."
568,22,"Q_ And was this -- was the President participating in that part of the discussion"
568,23,"or was J pretty much just on a long monologue?"
568,24,"A He was on along monologue. And so I'm not sure if this was ever talked"
568,25,"about post-meeting, but I may have offended him a little bit because I did my best to"
568,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829381"
569,1,"interrupt him because he was going -- literally going on and on and on. _‘It was just"
569,2,"getting to the point of uncomfortable."
569,3,"Solwas, i GE) GEM te finally stopped talking. I simply asked,"
569,4,"""So when are you going to file charges, file a lawsuit in Michigan?"" And there may have"
569,5,"been a 2-second void, and then he just kept talking."
569,6,"Q__ So he didn't answer the question about when he would file the lawsuit?"
569,7,"A Never answered the question."
569,8,"Q_ Why did you feel the need to interrupt him to ask that question?"
569,9,"A Because I'm impatient."
569,10,"Q__ Did you find his presentation compelling in terms of the points that he was"
569,11,"making about election fraud?"
569,12,"A I found that there was nothing new that I hadn't already heard."
569,13,"Q__ Did any of the other members of the Michigan delegation speak up and"
569,14,"challenge in the same way that you did?"
569,15,"A I don't think anybody else spoke -- to the best of my recollection, I don't"
569,16,"think anybody else spoke while J was speaking."
569,17,"Q__ Did the President make any comments during EE engthy"
569,18,"discussion about his concerns or claims about election fraud?"
569,19,"A I don't -- I honestly don't recall."
569,20,"Q__ Did the President respond in any way when you challenged { and"
569,21,"asked him when he was going to file a lawsuit?"
569,22,"A I recall that he sat up a little bit, but he never said a word that I recall."
569,23,"Q When you asked { whether he was going to file a lawsuit, what"
569,24,"did you mean by that or what was the point of making that -- or asking that question?"
569,25,"A My point then, and it always has been, that I got -- I was tired of hearing all"
569,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829382"
570,1,"of these loosely calculated claims and allegations but no substance to back them up."
570,2,"Something as serious as this, it was my strong personal feeling that we were"
570,3,"destroying the country by talking like this without having something to follow it up with"
570,4,"and creating unnecessary doubt across the country."
570,5,"Q___ Did you share that feeling explicitly at the meeting?"
570,6,"A No."
570,7,"Q___ Did you ever say words to the effect that this is dangerous or we're"
570,8,"destroying the country by raising these claims without any evidence to back it up?"
570,9,"A No."
570,10,"Q_ And IIsaid""we are."" I'm not suggesting that you were raising these claims, I"
570,11,"guess. Did you suggest that it was irresponsible or dangerous for JE to be"
570,12,"raising these claims without evidence to back them up? Did you say words to that"
570,13,"effect?"
570,14,"A I don't know. Idon'tthinkI did. But that was the -- you asked what was"
570,15,"the reason for me to say it, and that was the reason for me, to try to get to the point."
570,16,"Q_ Atany point during the meeting did you tell the President your personal"
570,17,"view regarding the claims that had been raised regarding Michigan?"
570,18,"A Yeah. I told him about he didn't lose it because of Wayne County and all"
570,19,"the rest of the stuff I just shared with you."
570,20,"Q_ Youdid share that. I'msorry. I neglected that piece."
570,21,"How about concerns about whether there was evidence to back up those specific"
570,22,"claims of election fraud? Did you ever raise concerns or questions about that in your"
570,23,"meeting with the President?"
570,24,"A That was a strongly implied question when I asked whether or not he"
570,25,"was ever going to file a lawsuit. But I never mentioned it specifically."
570,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829383"
571,1,"Q_ Any other comments to EEE -- or did you make any other comments"
571,2,"to EJ along the same lines, expressing skepticism or challenging him with"
571,3,"respect to the claims that he made, other than the comment you described about the"
571,4,"lawsuit?"
571,5,"A don't think I -- I don't think there was any more exchange between [EN"
571,6,"and I after that."
571,7,"Q_ Atsome point [J stopped talking, I take it?"
571,8,"A Yeah. Yes, he did."
571,9,"Q_ And then where did the meeting go from there?"
571,10,"A __ It was terminated -- that call was terminated. I don't recall if it was"
571,11,"terminated by the President or by EE."
571,12,"Q_ After (J was off the line, did your conversation with the President"
571,13,"continue regarding election fraud? I know you've mentioned the COVID issue that you"
571,14,"brought up towards the end of the meeting, but was there any further discussion about"
571,15,"election fraud claims after EE was off the line?"
571,16,"A i. I don't recall that. It doesn't mean that it didn't happen. But it"
571,17,"was -- any comments that the President made regarding that, they were always just"
571,18,"general things. They were not specific."
571,19,"H.5. Okay. = Before I move on to another topic, JE, do you have any"
571,20,"questions on this?"
571,21,"Ms. J. §=No. Thanks, i."
571,22,"BY MR. a:"
571,23,"Q__ Sol'm going to -- I know you described some other things that took place in"
571,24,"that meeting, but I'm going to move on to sort of the post-meeting time period, Senator"
571,?,"SUBJECT TO PROTECTIVE ORDER SCO-00829384"
609,4,"SELECT COMMITTEE TO INVESTIGATE THE"
609,5,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
609,6,"U.S. HOUSE OF REPRESENTATIVES,"
609,7,"WASHINGTON, D.C."
609,11,"INTERVIEW OF:"
609,15,"Thursday, February 10, 2022"
609,17,"Washington, D.C."
609,20,"The interview in the above matter was held via Webex, commencing at 10:16 a.m."
609,21,"Present: Representatives Luria, Aguilar, Schiff, and Lofgren."
609,?,"SUBJECT TO PROTECTIVE ORDER SCO-00833296"
610,?,"A It was far too early to be making any calls like that. Ballots -- ballots were"
610,?,"still being counted. Ballots were still going to be counted for days, and it was far too"
610,?,"early to be making any proclamation like that."
610,?,"Q_ And when you say too early to be making any proclamation, are you saying"
610,?,"too early to say we've won, because the evidence indicated Mr. Trump lost, or just"
610,?,"couldn't tell, you didn't know either way at that point?"
610,?,"A The latter."
610,?,"Q__ Didn't know either way?"
610,?,"A Too many votes -- too many votes had yet to be counted and the conclusion,"
610,?,"in my estimation, based on the data, could not be arrived at."
610,?,"Q Did J in that conversation say anything about the election being"
610,?,"stolen or that the -- the Democrats might try to steal the election if you don't come out"
610,?,"and say you won?"
610,?,"A I don't recall the they're going to steal it portion of that. He certainly,"
610,?,"though, was issuing a recommendation to, you know -- you know, from a PR perspective"
610,?,"to -- to talk about winning and talk about having won."
610,?,"Q__ Did he say why from the PR perspective it was important to make that"
610,?,"statement at that time?"
610,?,"A It was a very confusing conversation. You know, important to note that as,"
610,?,"you know, iS onc IS and Gand myself, you know, four of"
610,?,"the more senior people, you know, in the White House or on the campaign, as we're"
610,?,"talking with {, you know, returns are coming in by the minute. And we're"
610,?,"spending 15, 20 minutes during a critical part of the evening trying to get answers out of"
610,?,"HR that weren't coming."
610,?,"So there was -- there was mounting frustration that, hey, we have -- we've got to"
610,?,"SUBJECT TO PROTECTIVE ORDER SCO-00833349"
611,1,"get back to the task at hand here. So was -- I was mainly focused on extricating myself"
611,2,"from the conversation."
611,3,"Q You said the other people involved in that conversation. Did (J or"
611,4,"(So GED disagree with you that you can't be making this claim about"
611,5,"Michigan at that time?"
611,6,"A __ Everyone agreed with me."
611,7,"Q Except x?"
611,8,"A Correct."
611,9,"Q Was -- there's reports that he was drinking that night. At"
611,10,"that point, could you tell whether was sober or not?"
611,11,"A I can't speak to that. I never saw him -- he didn't -- he didn't come into the"
611,12,"room with a glass of alcohol and I couldn't make an observation to that point."
611,13,"Q__ And you said originally at the beginning of this conversation that [i"
611,14,"was directed your way. Were you -- did you see yourself as like a gatekeeper, like, we"
611,15,"can't let J say this to the President?"
611,16,"A Yeah, I've been -- I've been, you know, involved in campaigns for 25 years,"
611,17,"and I'm not a -- I'm not a gatekeeper type. It's not my nature to restrict access and"
611,18,"particularly in, you know, around President Trump, who I think, you know, likes access,"
611,19,"likes interactions with folks. So I'm not a gatekeeper by nature, and I'm not a -- I wasn't"
611,20,"a gatekeeper, you know, for President Trump."
611,21,"But on any election night I think, you know, who the President is around is very"
611,22,"important and/or any candidate is around is very important, and he had made a decision"
611,23,"to be upstairs in the residence with the [M. So I was, you know, trying to protect"
611,24,"that."
611,25,"Q What about i or J or EE, did any of them tell"
611,?,"SUBJECT TO PROTECTIVE ORDER SCO-00833350"
612,1,"HER that you can't -- we can't say that we won Michigan at this point and you"
612,2,"can't tell that to the President? I know those are two separate questions, and you can"
612,3,"take them each separately if you'd like."
612,4,"ER. GB ove at atime. What's the first one?"
612,5,"a"
612,6,"Q Yeah, sure. Did NS or SEY o SY tc!"
612,7,"we Cannot say we won Michigan?"
612,8,"A Yes."
612,9,"Q_ Okay. And did any of those three try to tell him that he cannot tell or make"
612,10,"this recommendation to the President?"
612,11,"A I don't recall if that was -- if we -- if that was relayed. But we"
612,12,"were -- i BS, EB, 20¢ SJ were united in saying, you know, show us,"
612,13,"show us the numbers. Show us the data. Show us -- show us how you're arriving at"
612,14,"that conclusion. And he was unable to."
612,15,"Q_ Another person who's come up is i -———/. Do you know him?"
612,16,"A Ido."
612,17,"Q_ Was he there that night on election night at the White House?"
612,18,"A __ I believe he was."
612,19,"Q = Doyou remember him saying anything like go out there and just say we"
612,20,"won, whether specific to a State or the election as a whole?"
612,21,"A _IIdon't. One of my -- you know, the Map Room where the -- where the"
612,22,"number analysis was occurring was, you know, kind of the cool place to be on election"
612,23,"night. Sol was very focused on trying to -- I say I wasn't a gatekeeper. I very much"
612,24,"wanted to restrict access to that room so the actual work could occur."
612,25,"So, yeah, I think he may have popped his head in the Map Room on election night."
612,?,"SUBJECT TO PROTECTIVE ORDER SCO-00833351"
613,1,"the surroundings. So I apologize for that."
613,2,"Q_ No, that's perfectly fine. I appreciate you saying that you don't recall."
613,3,"Do you remember in that period up in the residence anybody telling Mr. Trump to"
613,4,"just go out and say we won?"
613,5,"A Idon't recall. I was in the, you know, the President's group. You know,"
613,6,"the core from -- from -- from that, you know, interaction in the residence, I mean, heck,"
613,7,"maybe the entire group for that matter, you know, traveled down to the second floor"
613,8,"where conversations were had about what -- what he would say."
613,9,"Q_ What he would say, you're talking about the speech that he would give --"
613,10,"A Yes."
613,11,"Q_ -- onearly the next morning?"
613,12,"A Correct."
613,13,"Q Who was a part of those conversations?"
613,14,"A Let me take a step back."
613,15,"Q_ Yeah."
613,16,"A __ There -- there -- there -- there were conversations about how to"
613,17,"handle -- how to handle the evening in terms of, you know, what to say, if anything, that"
613,18,"evening. And I think there was a belief that, you know, something should be said that"
613,19,"evening, and that -- that was -- that was discussed at that point in time."
613,20,"Q = Okay. Could you be more specific? So you said there were conversations"
613,21,"about a belief that something should be said. Were there conversations recommending"
613,22,"that the President say something in particular and, if so, what was that particular"
613,23,"message?"
613,24,"A My -- my belief, my recommendation was to say that votes were still being"
613,25,"counted. It's too early to tell, too early to call the race but, you know, we are proud of"
613,?,"SUBJECT TO PROTECTIVE ORDER SCO-00833355"
614,1,"the race we run -- we ran and we, you know, think we're -- think we're in good position."
614,2,"And we'll have more to say about this, you know, the next day or the next day, whenever"
614,3,"we had something to say."
614,4,"Q_ And did anybody who was a part of that conversation disagree with your"
614,5,"message?"
614,6,"A Yes."
614,7,"Q_ Who was that?"
614,8,"A __ The President disagreed with that."
614,9,"Q_ Anybody else?"
614,10,"A I don't know. Again, I was kind of squarely focused on him."
614,11,"Q_ And how did he express his disagreement? What did he say?"
614,12,"A I don't recall the particular words. He thought! was wrong. He told me"
614,13,"so and, you know, that they were going to, you know, go in a -- you know, he was going to"
614,14,"go ina different direction."
614,15,"Q Do you remember any other conversations that you were a part of with the"
614,16,"President before he made his speech to the country early the next morning?"
614,17,"A I may have gone upstairs one time, but I -- I don't believe I did. I was -- I"
614,18,"was --I don't believe I did. I was largely relying on the family to relay whatever"
614,19,"information, you know, we thought he needed to know. I was doing my best to respect"
614,20,"his privacy for that evening."
614,?,"SUBJECT TO PROTECTIVE ORDER SCO-00833356"
634,4,"SELECT COMMITTEE TO INVESTIGATE THE"
634,5,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
634,6,"U.S. HOUSE OF REPRESENTATIVES,"
634,7,"WASHINGTON, D.C."
634,11,"«(DEPOSITION OF: TT"
634,15,"Tuesday, February 15, 2022"
634,17,"Washington, D.C."
634,20,"The deposition in the above matter was held via Webex, commencing at 10:03"
634,21,"a.m."
634,22,"Present: Representatives Aguilar and Murphy."
634,?,"SUBJECT TO PROTECTIVE ORDER SCO-00842413"
635,?,"Appearances:"
635,?,"For the SELECT COMMITTEE TO INVESTIGATE"
635,?,"THE JANUARY 6TH ATTACK ON THE U.S. CAPITOL:"
635,?,"HR STAFF ASSOCIATE"
635,?,"(GR ° ROFESSIONAL STAFF MEMBER"
635,?,"GER SENIOR INVESTIGATIVE COUNSEL"
635,?,"HR). CHIEF INVESTIGATIVE COUNSEL"
635,?,"HER SENIOR COUNSELOR TO THE VICE CHAIR"
635,?,"HR, CHIEF CLERK"
635,?,"HR PROFESSIONAL STAFF MEMBER"
635,?,"HR I NVESTIGATIVE COUNSEL"
635,?,"HER SENIOR INVESTIGATIVE COUNSEL"
635,?,"HR SENIOR PROFESSIONAL STAFF MEMBER"
635,?,"MS, ©F COUNSEL TO THE VICE CHIAR"
635,?,"SUBJECT TO PROTECTIVE ORDER"
635,?,"SCO-00842414"
636,1,"Q_ Called to talk about what concerning the document?"
636,2,"A Just to report the message."
636,3,"Q__ The message that it needed to be incorporated into the speech?"
636,4,"A The message that, yeah, the President -- that there was a document from"
636,5,"HB hat the President wanted incorporated."
636,6,"Q And then you said you spoke tN about the speech. And"
636,7,"what did I convey to you about what the President wanted in the speech on"
636,8,"January 6th?"
636,9,"A I believe the message that we got fron was that he"
636,10,"wanted -- similar message, that the President wanted it to be sort of like a comprehensive"
636,11,"list."
636,12,"Q_ And, to what end, ? A comprehensive list of complaints,"
636,13,"but for what purpose? What was the intent behind the speech, as you understood it?"
636,14,"A I understood the speech to be his last, you know, rally and -- yeah."
636,15,"Q_ And the way you have described the difference between events, I take it this"
636,16,"January 6th speech was a political event?"
636,17,"A I thought of it that way -- I mean, it was unclear. I thought of it that way at"
636,18,"the time."
636,19,"Q__ Certainly you used your personal devices to work on the event consistent"
636,20,"with a political event? Is that right?"
636,21,"A Yes, that's correct."
636,22,"Q_ And you said it was his last -- that is, President Trump's last rally, but rally for"
636,23,"what purpose? Again, what did you understand was happening on January 6th?"
636,24,"A Well, what I understood was happening, which I believe I heard from"
636,25,"Has that there was a preexisting event that day of people who were coming to"
636,?,"SUBJECT TO PROTECTIVE ORDER SCO-00842527"
643,5,"SELECT COMMITTEE TO INVESTIGATE THE"
643,6,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
643,7,"U.S. HOUSE OF REPRESENTATIVES,"
643,8,"WASHINGTON, D.C."
643,12,"DEPOSITION OF:"
643,16,"Friday, December 17, 2021"
643,18,"Washington, D.C."
643,21,"The deposition in the above matter was held in Room 4480, O'Neill House Office"
643,22,"Building, commencing at 10:02 a.m."
643,23,"Present: Representatives Schiff, Lofgren, Murphy, Aguilar, Luria, and Cheney."
643,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843029"
644,?,"Appearances:"
644,?,"For the SELECT COMMITTEE TO INVESTIGATE"
644,?,"THE JANUARY 6TH ATTACK ON THE U.S. CAPITOL:"
644,?,"HR, SENIOR INVESTIGATIVE COUNSEL"
644,?,"MR, SENIOR INVESTIGATIVE COUNSEL"
644,?,"H, DETAWLEE"
644,?,"HE CHIEF CLERK"
644,?,"HR, DEPUTY STAFF DIRECTOR"
644,?,"Es CHIEF ADMINISTRATIVE OFFICER"
644,?,"HR, PROFESSIONAL STAFF"
644,?,"SS I NVESTIGATIVE COUNSEL"
644,?,"ER, VESTIGATIVE COUNSEL"
644,?,"MS, RESEARCHER"
644,?,"or as"
644,?,"ME, 48 ALL GOLDEN GREGORY LLP"
644,?,"ROWLEY Law pLic"
644,?,"(I), STRADLING, YOCCA CARLSON & RAUTH"
644,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843030"
645,1,"The Witness. I think so, until I -- up until then with the Republican Attorneys"
645,2,"General Association. _I was planning to reassign them as a client, but I believe that"
645,?,"I HEB Was the first person I approached to give to RAGA."
645,4,"Ms. And then when you were doing the donor maintenance that you"
645,5,"described earlier, who was giving you the names of people to contact?"
645,6,"The Witness. Noone was. My phone -- I would get 100 calls a day probably."
645,7,"If you see the screen shots of the text messages in all these exhibits, you can see I usually"
645,8,"have between 580 to 700 unread text messages on any given day."
645,9,"Ms. . Were you in touch with NY during this period?"
645,10,"The Witness. Yes."
645,11,"Ms. i. And was she giving you names of people to contact?"
645,12,"The Witness. If [J called me and said, ""Hey, would you call x person, they"
645,13,"had a question for you,"" I would have done it. But it wasn't -- we weren't like coming up"
645,14,"with lists to say, oh, we need to contact this person for any particular reason. It was"
645,15,"much more of the outreach coming to us of people saying, you know, what's going on?"
645,16,"Can you give me updates?"
645,17,"Ms. .  Thank you."
645,18,"BY MS. i:"
645,19,"Q__ Andso, turning back to your conversations with Ms. Ein terms of"
645,20,"fundraising for an event --"
645,21,"A Right."
645,22,"Q__Isit your understanding that she wants to basically put on or help an event"
645,23,"on the 6th?"
645,24,"A That had to be specific to, at this time, on the 22nd, which is the first time in"
645,25,"my records that I knew about something. The memo attached is kind of an interesting"
645,?,"SUBJECT TO PROTECTIVE ORDER SCO-00843073"
646,1,"one because I -- I what I remember about it is that her telling -- calling me about an event"
646,2,"on the 6th but no context as to what it was. And then how much would it cost to -- she"
646,3,"wanted to see a lot of people there in D.C., so how much would that cost? And so the"
646,4,"memo that I made, it was kind of a scaling of what the budgets would be for bussing, but"
646,5,"I've never been involved in anything related to bussing. So I would have had to have"
646,6,"asked others and then kind of put it into a math equation, and that's why you saw this"
646,7,"sort of scaling budget because she never -- she didn't indicate how much she wanted to"
646,8,"give. And I didn't really do any followup research on it other than provide this. And"
646,9,"then the response was, you know, thank you, this is up in the air. And then we -- we"
646,10,"went into Christmas; we didn't really talk. And then I met with her on the 26th."
